-1.148819187597104019e+01,-7.078239704396688126e+01,1.867532795611189300e+01,-1.621820907080607110e+00,-1.546823330356008626e+02,-1.285653634344805596e+02,2.501619155879627598e+01,-8.499011437522838719e-01,9.223773656524853592e+00,-5.791947698467887484e+00
1.654217562555103882e+01,7.773628486981556307e+01,3.117374098709218444e+01,2.010815153457164328e+00,1.243594924533265953e+02,1.143946887944024979e+02,1.797308058115918428e+01,2.856395726707495086e+00,-9.146310208745557224e-01,-8.685461295676057958e+00
7.938269748457076957e+01,1.254507721543598677e+02,2.277444612593772177e+01,3.324810790128953641e-01,9.792368972128673477e+01,1.419609473296934539e+02,2.457781028572408033e+01,1.230507623675396012e+00,3.109248543722976099e-01,1.852626486014140150e+00
-8.597179823608004767e+01,1.647206032090692247e+02,1.022097349746005079e+01,2.821342293147435676e+00,9.629929516596286021e+01,-1.826248624844752158e+02,1.058376192417832229e+01,-5.680165874475329169e-01,1.094766816500032292e+02,2.000000019999844980e+01
1.975336698734025731e+02,7.923380605550818245e+01,2.125140477237300374e+01,2.295122715174659156e+00,1.022229941264670288e+02,1.699841436128876921e+02,4.060574012602049976e+00,-1.420488063445240368e+00,8.417092747676170106e+00,4.935135911243618279e-01
1.460786422577742201e+02,8.522502532466489811e+01,1.327691647241157469e+01,-2.571867437233336773e+00,6.417218986271132053e+01,1.125203795315313187e+02,2.672191914274444358e+01,-7.131678414042301739e-01,2.318103905631635708e+00,-6.949498549251227786e+00
7.942026091766075524e+01,-1.884511036806272557e+02,2.686503809551378552e+01,1.736386740380558180e+00,-1.843437398737445960e+02,-1.091601318336408610e+02,2.989938728525200418e+01,-1.969050679125505132e+00,3.464181581410691280e+01,5.753075838317903035e+00
1.624057486697159902e+01,-2.301010765207220743e+01,1.856133355320376666e+01,2.426277041107542942e+00,-2.505122646521812158e+00,-7.439849087298844665e+01,4.496040954642193554e+00,2.488396464895642701e+00,-5.064231382677713000e+00,9.977450432894382715e+00
1.367806749553423629e+02,-1.065606352410483737e+02,2.757914933339783659e+00,2.774538081063308681e+00,1.879888842354802136e+02,-1.272992718399127199e+02,3.011072474477030880e+01,-1.076976389380579491e-01,4.716001700160269650e+00,2.296548941908356678e+00
1.731710652903726100e+01,1.941487760612567968e+02,2.788759491895105214e+01,-2.819829240610553178e+00,-9.894726801480398137e+01,-1.939079732122765449e+02,2.767945874150921526e+01,2.386221537739608323e+00,5.129239837281495085e+01,4.846445052121813646e+00
-8.257214115242707919e+01,-1.601687890015659832e+02,2.858615228199354519e+01,2.214165213378920249e-01,1.747547787805534085e+02,-5.826357113276370114e+01,9.691351399086418184e+00,-3.487615364732996603e-01,2.500894053623953184e+01,7.945921445067477551e-01
-1.175421442420608287e+01,-2.472980133797051394e+00,1.975884658002102512e+01,-4.520545953857384447e-01,-1.852014264905143648e+02,5.635465419931193765e+01,5.187741942993596922e+00,-4.780536806374922065e-01,-3.256717786345764409e+01,-1.509582493045147089e+01
-7.642969416098392799e+01,-6.855618269893116690e+01,1.719030642615933147e+01,-1.994509618115983152e+00,1.375653352048001921e+02,-7.916984960964103379e+01,1.237435762265590711e-01,2.503220297476092426e+00,-4.272856075681929156e+01,9.799002669339433425e+00
6.648758061605269631e+01,-1.602474580403209075e+02,1.799229750067064160e+01,-1.176944205782564312e+00,9.051480877219830745e-01,5.293854079534420976e+01,2.000402749945366310e+01,2.047451666720398578e+00,-5.134772104383050362e+01,-1.617745006104398797e+01
6.065335763987701512e+01,7.229832405387253402e+01,1.665041963428275551e+01,1.115106365361766549e+00,1.383635237854724664e+02,-1.363195556539784548e+02,1.527158240779030152e+01,2.366561483227287432e-01,-5.723617874836076425e+01,1.973113511099158401e+01
-1.702553533605522773e+02,1.914742749851762937e+02,5.671997275738636546e+00,-1.356497479155298613e-01,-1.198196093843022538e+02,-1.392173341429834750e+02,2.582608744786578114e+01,4.889830271583455179e-01,5.105104700902084147e+01,-6.435262685369912639e+00
-1.643061738543437968e+02,3.753837331711565639e+00,1.239081097948416499e+01,1.061329300805168963e+00,-1.502114303138747573e+02,-1.406609813905472492e+02,1.128450885554608618e+01,9.147585604981403051e-01,-3.434983040852397096e+01,-1.272219104887710195e+01
1.553278800682949736e+02,1.446386750619835766e+02,2.483795423874763486e+00,4.786540967179218065e-01,3.629553918124520351e+01,-2.597519047766741096e+01,7.596805397629122325e+00,1.215454648379089342e+00,-4.325008332374158471e+01,2.409372205015177570e+00
-1.289632804697645554e+02,-4.260509782322907313e+01,1.729855469004575497e+01,-1.500475056025525777e+00,-2.734614517211247176e+01,7.826218109695480507e+01,2.801766985938029109e+01,3.067711580362047386e+00,-4.060341094702167197e+01,-1.941702614096996271e+01
1.983083283041869436e+02,-1.706325282141471575e+02,2.266040874610931866e+01,2.923318704653763866e+00,-6.657803252038846153e+01,-5.046072294099715805e+01,1.341994071134168109e+01,-3.009651942257347557e+00,3.607286892603411843e+01,-9.869856514733194031e-01
-1.853088460296398807e+02,8.714850058483960993e+01,1.684048597314315998e+01,-7.250207798693284467e-01,8.835284450577540838e+01,1.418439060410063348e+02,1.119509068278269126e+01,3.871871994041282683e-01,4.589313241665749388e+01,4.659877860532141369e+00
3.193987269899730563e+01,-3.564344043659019690e+00,1.468950780849151982e+00,-1.656983402303556119e+00,2.459324744661500972e+01,-1.125904129702641399e+01,2.105127364205906559e+01,-1.979021467813899315e+00,3.376262562214396468e+00,3.855108213888283064e-01
-3.330436767285408450e+01,1.983906654783488648e+02,2.347220330228790885e+01,9.806090744373197055e-01,-4.898903025589999061e+01,1.812044306633690098e+02,1.464323080627841733e+01,-2.595906162291190533e+00,-1.522236640542283359e+00,1.102988847526732208e+01
1.380812604374743842e+02,-1.528397548762422957e+02,3.130683372181780300e+01,1.256194303580772775e+00,-1.298597178126948393e+02,-1.813533583627089456e+02,2.897772336288504746e+01,-2.649755573610841353e+00,-5.636549282167531061e+01,1.006213073818150328e+01
-5.454981281146928040e+01,1.612231685467571651e+01,2.904074425604777687e+01,-2.666633659856591176e+00,-2.031898614508028800e+01,4.890616593391334277e+01,1.025381566717951642e+01,-1.418337024067486851e+00,-3.239125618592220590e+00,-1.458413871856486033e+01
1.276254184912875758e+02,-5.458371642058818907e+01,2.988585043639644567e+01,-1.414592649668289681e+00,8.131520970107050061e+01,2.777411217388032583e+01,1.634203880357000926e+01,-1.335819244087224744e+00,-1.259933737693124556e+01,-1.403184047252746680e+01
1.178734408951650039e+02,-1.270290523267269265e+02,2.440027546038647088e+01,-2.880372497744569493e+00,-1.393630590469491040e+02,-1.253470919769985130e+02,8.460148514694218136e+00,-2.049125640707512019e-01,2.669896396201527722e+01,-1.364356057144295642e+00
6.856643976678697072e+01,-1.812800134437369479e+02,2.918168096814536483e+01,2.369570788186319277e+00,-1.392426524374616861e+02,1.894543798319162420e+01,1.411727500696155602e+00,9.474249002383308138e-01,2.984272525003071763e+01,2.657417211546697980e-02
1.357870920287547278e+02,-1.255060508236956878e+02,6.726139186279635140e+00,2.636001225542305981e+00,-1.840960646842013091e+02,-1.423545387416521635e+02,1.150135861601473408e+01,4.054149324397009480e-01,5.044630310127897133e+01,2.802229454808128573e+00
1.748774812037540869e+02,-7.187452501147205908e+01,2.168934577498497873e+01,-2.108524125474500188e+00,-4.704977159521394015e+01,1.705904229475939928e+02,2.537544251699058151e+01,3.054912085353382878e+00,-8.692106294864665017e+01,-9.376266948675484159e+00
-1.531331386659080920e+02,-1.924166963484464645e+02,1.646673577781976050e+01,1.991051042623040779e+00,7.396587124877089536e+01,4.450336675857769819e+01,1.444943360855782544e+01,-1.738149700353368798e+00,5.944987201445144365e+01,-5.969106960578078436e+00
-1.076208795240657992e+02,9.279776868635639175e+01,3.137670105678430943e+01,2.670082931489417888e+00,1.275423922904871006e+02,-1.851504795987594321e+02,2.895020803121438036e+01,2.598419419805259700e+00,-6.723385682082478354e+01,1.375537249044859323e+01
1.532728481091390336e+02,4.328399222124846801e+01,2.852820462125187362e+00,-1.214562907860915475e+00,-8.614519842592218879e+01,2.927028011705235144e+01,2.646080127811832128e+01,-2.776562127228103805e-01,-5.730629952952162398e+01,-2.000000019996710776e+01
-8.007287600718062492e+01,-9.629194122311868398e+01,2.306110262059455351e+00,2.323970127863962176e+00,-1.742211165030635698e+02,-1.772267581566967465e+01,1.267009454745636532e+00,-1.336320970703844146e+00,1.915929712657345263e+01,6.132011059346788029e-01
-4.726772985754217871e+01,1.200708162476621510e+02,1.391085184282297860e+01,2.110478489015918058e+00,1.269764942900822007e+02,1.306833089734084865e+02,2.934211188426398209e+01,-3.422276691000476490e-01,-3.817391045208648137e+01,-1.031844352664122333e+01
