1.279853957812336063e+01,2.259716696215672371e+01,-1.835576139025798170e+02,1.580290333947948156e+01,7.330264803283017550e-01,1.654898666461214418e+00,-8.999999939716861741e-01
8.097721273338866155e+00,1.283815502655700982e+02,-1.818080824625342871e+02,1.088522041975026511e+01,-3.873968830800851304e-01,2.000000016808366698e+00,-9.000000025810217519e-01
4.889383088707504044e+00,1.875599747008235738e+02,1.138977463817113858e+02,3.050043434451864144e+01,-1.138179461159757544e+00,2.000000019018622233e+00,8.999999971293883849e-01
1.809455277670211260e+01,2.214215880257266633e+01,-1.029113096996809418e+02,3.122039282187797582e+01,-5.665200406570192193e-02,-1.242643992340625725e-01,3.033856078543049062e-01
1.415411415028587427e+01,8.889791724661351680e+01,1.800274334094087862e+02,2.560136231590596267e+01,-1.439506279929865018e+00,1.836129851733657503e+00,8.999999904086957159e-01
1.251557065663592638e+01,1.241118496588351690e+02,1.065551235408402135e+02,1.637903508758780191e+01,-1.463582563966353334e+00,1.174234904161892246e+00,8.999999695883940110e-01
4.565773782765553790e+00,7.630659546496707435e+01,-8.752490882739016342e+01,3.109342765995329927e+01,-9.565831516602019136e-02,1.618344880938765051e+00,-8.343655001623422329e-01
1.093235435374317888e+00,5.575671016583285677e+01,-8.780040439748057679e+01,1.500466879258531705e+01,-9.498301531947886955e-01,1.999999984412405230e+00,-7.041199049675951338e-01
1.890265908043094711e+01,6.267057885703201947e+01,-9.772058580809175510e+01,6.837645842007074037e+00,-1.494122459642729384e+00,-9.669128173590207931e-02,3.856694355288665665e-01
2.455658992729414081e+01,3.293160416938185620e+01,-7.800897476305554790e+01,1.544281365694670072e+01,3.457196522401067007e-01,-9.376802459280575430e-02,-8.999999361005638354e-01
1.585585414630249801e+01,1.328787791121623911e+02,-6.417850659187359952e+01,2.341194645783770767e+01,-1.013925044006632081e+00,-1.025604159470069610e-01,1.957464409798062577e-01
3.119855898696486918e+01,4.156821809004622992e+01,4.068802831528208230e+01,2.895008777613250217e+01,-5.058637244001376043e-01,-8.765710540371032811e-02,9.000000040692686110e-01
1.582292084609576932e+00,1.833423987468205780e+02,-5.235561713544893792e+01,2.651708920412640325e+01,2.421035457581646178e-01,2.000000019177164301e+00,-8.742233413287747723e-01
1.216162154304217680e+01,6.913574969601916109e+01,4.441591714231208243e+00,4.167320339087062564e+00,1.079109609438062112e+00,-1.648425495819658415e-01,-6.908153406698879229e-01
2.882735238473067341e+01,1.644578097305293696e+01,1.313933739651231463e+02,2.849159928671925357e+01,-7.539661460517688152e-01,-5.372777299334788315e-02,7.311632101927152405e-01
1.055803869810766216e+01,1.909321080684366621e+02,1.866472282110626679e+02,1.878875681315356871e+00,7.555821388154742024e-01,2.000000019460591805e+00,9.000000084109612830e-01
1.333059575583483891e+01,9.039522108319593485e+01,-8.063962584458840865e+01,1.197484461215370999e+00,-1.105390332162808686e+00,-1.325842049147574475e-01,9.106522605185286834e-02
1.895852742940604685e-01,6.377807130438088734e+01,7.171268895024962831e+01,1.339843503487650622e+01,-8.148341361750877088e-01,1.999999989014966451e+00,6.215717754588860888e-01
2.108848935623973730e+01,1.737401696605810457e+02,1.466793381919197827e+02,1.517467225868347214e+01,5.137557375913730517e-01,3.621136495385320064e-02,3.473366426474167046e-01
1.507727775411693116e+01,3.399409414982643796e+01,-9.898124882902141053e+01,3.198565544050824272e+01,3.466506051623843288e-01,-1.277019750334225656e-01,-4.392414164154203604e-01
2.270350914447023172e+01,7.575386496159750038e+01,-1.413674644314743603e+02,2.226532893386593770e+01,9.595832839374538459e-01,-5.917652740694003682e-02,-6.502104740365116653e-01
3.144562854750885350e+01,1.290516131417050474e+02,1.037679660622414417e+02,2.249357267797544324e+01,2.839796456692544879e-02,-8.265279143259260386e-02,-7.989074749381289697e-01
2.292238926079659933e+01,1.816448787361604786e+02,9.627651788308395453e+01,1.916163997119450357e+01,8.544236446185524692e-01,-9.593077027597270157e-02,-2.811225744897864476e-01
1.015898108071673178e+01,6.817784387219829512e+01,4.962367335946922253e+01,2.623057328872030070e+01,2.812525059363801816e-02,-3.821876631245759159e-01,1.381400125305059234e-01
1.690610117798044598e+00,7.127372260348383293e+01,1.607712990669788269e+02,2.807687845232411661e+01,1.008379328593046687e+00,2.000000019615397306e+00,9.000000075845279168e-01
3.063657684135986159e+01,8.889932689652954423e+01,7.964144346786781625e+01,2.010736585336280058e+01,-5.174542994694621978e-01,-6.908853877192741577e-02,8.999996625714656862e-01
2.957486714294120134e+01,1.723273073957581119e+02,1.714405424438489263e+02,1.247321876127442764e+01,-7.411732990896363615e-01,-7.573762743592842017e-02,4.992555286460643726e-01
5.090100480544311523e+00,3.000644813959374346e+01,5.178131046476784149e+01,2.606976567043249204e+01,-1.026120453363710938e+00,4.082992314275911139e-01,8.330508392930210393e-01
2.951361164532776371e+01,1.388180059930771790e+02,-1.403303475714747606e+02,2.708452137921994307e+01,-2.897698794259431221e-01,-8.655247803978244336e-02,5.687008300334795985e-01
2.655521360972553424e+00,1.912670147644577412e+02,6.830715835483067622e+01,2.596541742340443903e+01,2.974081657959271041e-02,2.000000019151823238e+00,8.999999243411808125e-01
1.513600381531689010e+01,1.549416514610859608e+01,-1.348195783250660043e+02,1.008921451993565555e+01,1.025257256206031364e+00,3.795597952495163296e-01,-8.999999978252829491e-01
5.302846014625448134e+00,1.856350591438117306e+02,-1.940148573093878213e+02,3.115374229060267908e+01,1.286361316195298699e+00,2.000000019494942105e+00,-9.000000073587850480e-01
5.430533779986518539e+00,1.464319229813539778e+02,-6.286276154151377682e+01,1.807360677382407843e+01,-1.385298903007894822e+00,1.999999971106553920e+00,-4.516620841934262387e-01
2.175301354917895935e+01,4.248347723124756925e+01,4.481088185270252211e+01,1.036653942390593386e+01,-1.186405390339138277e+00,-6.823399842421361272e-02,8.999998832160334139e-01
4.670004705518746135e+00,1.202977553633521879e+00,7.061374251347655218e+01,2.507693955652485940e+01,5.826715262108117521e-02,6.408845780844955042e-01,8.999999751716316609e-01
2.128663740040044061e+01,9.144307675634613020e+01,-1.827937291258879782e+01,8.880190945364461186e-01,2.045447208553543561e-01,-1.175454441830648400e-01,-8.999999186950988772e-01
2.423463693972459509e+01,1.920299699502281499e+01,1.534410880224313019e+02,3.193440528551263924e+00,8.402264441948359419e-01,-1.011426858842072313e-01,-2.482953303392237965e-01
1.078776689071868944e+01,1.090220598955155822e+02,-8.435356698811821730e+01,2.415490352559253040e-01,1.259710516784354972e+00,8.612453102057650023e-01,-8.999985024164605107e-01
2.386604862392999848e+00,1.395416876446383299e+02,-1.168112726842444289e+02,1.619200096654070009e+01,-8.358386201061217546e-01,2.000000019044836819e+00,-8.999999943448785400e-01
3.122727503021697615e+01,8.333391952773432365e+01,-9.373502048245528329e+01,2.337717837541139332e+01,1.459985040422103530e+00,-4.441526016469849597e-02,-8.947945393438856421e-01
1.060110808250393788e+01,1.800433520983679614e+01,-3.071576050923695789e+01,5.266933954115604166e+00,1.346189453056720442e+00,-1.180440179008861029e-01,-8.999996611957171710e-01
1.648655500424413489e+01,1.608501633142264495e+02,-1.015892448762438391e+02,1.541236183820508643e+00,2.563373854668027363e-01,3.371989075097356903e-01,-5.565212514485634587e-01
1.231895438810685306e+01,2.655148303220364880e+01,1.101581542524374981e+02,3.143502411976011501e+01,5.553240163023787090e-01,-7.068959782284021942e-02,3.686858733202612592e-01
2.462065487378819739e+01,1.022378189030304725e+02,-3.002800270243582759e+01,9.286685513620540178e+00,-8.702830474381116899e-01,-8.283193377058367668e-02,8.532073225909029279e-01
2.834489228577356812e+01,4.984272044689617331e+01,8.328879250898398823e+01,1.612308334851889668e+01,-8.941548000281832609e-01,-6.549281465395606627e-02,8.999999288821024512e-01
2.588978357379380313e+01,3.305078835127832804e+01,-1.619047477483766784e+02,2.841958262989994211e+01,4.555970932941497686e-01,-7.082942185828174086e-02,-5.238643625401286918e-01
2.611724754671607229e+01,1.463283192025857034e+02,1.994457403528747363e+02,3.472165879661279320e+00,-7.984040025080889613e-01,2.386067428140352040e-02,7.068695990606541635e-01
1.459139131170226378e+01,1.899552027257546456e+02,-2.131153925354243484e+01,2.302329645734215546e+01,1.178092271839277227e+00,8.992745340203078808e-01,-2.588544091607661302e-01
2.576037553587160644e+01,1.965110234100947082e+02,-1.919039982145999375e+02,2.833763689556203502e+00,-3.319416314798826484e-01,2.651631922101192751e-02,-4.440440441230792956e-01
1.111536161061684780e+01,2.374456261508082378e+01,-1.733605178482557960e+02,9.328864087621461465e+00,1.265157570292660072e+00,1.999999657630374683e+00,-9.000000054870669342e-01
3.023710033778857920e+01,9.776237905173819343e+01,-6.702797485400267874e+01,7.748803093028346467e+00,9.046393221458255418e-01,-7.280234765446993994e-02,-8.999996595582886449e-01
2.995881745456279788e+01,4.385089988184316212e+01,7.400252866158211873e+01,1.405569444534974721e+01,1.452467743835895053e+00,-5.164045667221479896e-02,-7.566363845116061970e-01
2.155616930588522706e+01,1.120229845465979537e+02,-1.475474695820816180e+02,2.245238970528751921e+01,1.108526230831750947e+00,1.742434002382096643e-03,-6.745215406451394724e-01
1.349789683259607642e+01,5.092053992837544030e+01,1.389066080096951623e+02,4.418416543343539615e+00,5.459899512862049775e-01,2.116612154961264314e-01,8.244615267666446368e-01
2.270428488175962300e+01,1.913290610113104435e+02,1.870785681050847415e+01,2.515428946459457293e+01,1.687935299210272522e-01,-1.454630028779094197e-01,5.636207877108578845e-01
9.868747983293971515e+00,9.518386892521817799e+01,1.734335358754015033e+02,2.979228672701270497e+01,-1.103479425923582724e+00,2.000000003889384814e+00,9.000000021982197396e-01
2.217737132988653670e+01,1.791084665360584154e+02,-1.744221377253077208e+02,2.387702437558530022e+01,-4.859686570819197193e-01,2.593649027952371067e-01,-6.617495714968324450e-01
1.373012174190592205e+01,4.289055228778648754e+00,-8.796820586353155136e+01,1.901950629610550791e+01,-3.491261763179889233e-01,-1.608506443054407986e-01,9.550625215880771679e-02
2.070516758823254477e+01,1.342890293687352994e+02,8.173601937525944550e+01,1.930254733781121601e+01,8.789259484714317949e-01,-1.059640272517794884e-01,-4.475974127327602692e-01
1.251204425483262384e+00,1.008598154025630294e+02,1.667019634982997331e+02,1.605111329930450381e+01,1.398471862310137315e+00,2.000000019343347812e+00,9.000000033021676726e-01
1.889712592355729370e+01,2.631844974409971627e+01,1.146361601894358273e+02,3.988707439604660010e+00,-2.217402612478545088e-01,-1.376275095304834162e-01,3.863842710406320546e-01
7.859903728334938222e+00,1.318339833169070801e+02,2.100434069055521036e+01,2.743483234668535786e+01,-3.702606758391908670e-01,1.156305408084606023e+00,2.033684840247979853e-01
1.881917944919153740e+01,1.066973922337480616e+02,-6.241919032917212462e+01,3.075275776874216760e+01,3.947350205630950626e-02,-1.322705654220395211e-01,-6.918223248295399808e-01
4.064876893645234190e+00,1.810552528101005976e+01,-1.359062816890845511e+02,2.254208980010658792e+01,1.305408093967116212e+00,2.000000012856333775e+00,-9.000000047515591683e-01
2.737955196537701852e+01,1.804624194240990391e+02,-2.933308843831318313e+01,1.066874037476301496e+01,-1.368362594986665126e+00,-7.774436621964582461e-02,5.535876896825138171e-01
1.326609878630366879e+01,1.078360862625963534e+02,1.317347994819596693e+02,1.798813532498711254e+01,-1.313232262492273650e+00,1.177469765050260131e+00,8.999999932675083469e-01
2.090654102000512538e+01,1.871532380539211360e+01,-1.011556680391348237e+02,2.310795485846698938e+01,1.246476013766861790e+00,-4.947796292683118158e-02,-8.413931593900758621e-01
2.186862006651102774e+01,2.412128559773805137e+01,1.891598414072854553e+02,3.102338387889298232e+01,-9.472068830035454967e-01,2.583958639062319818e-01,8.999999903515273347e-01
1.967489414010468352e+01,1.241417235470569551e+02,2.278000655513073980e+01,3.495534457145566876e+00,-1.261230759382208522e+00,-1.030501702651191454e-01,6.308902362143736786e-01
1.881806284799767681e+01,4.770064766284369995e+01,-1.170335095515504520e+02,1.454838712633105757e+01,3.836187792530028062e-01,-1.219757309188077704e-01,-4.747010898552984637e-01
1.765955637752272267e+01,5.478857071138396861e+01,-8.227932542105249070e+01,2.866616794446225569e+01,2.669830884411346084e-01,-1.183741825853174418e-01,-6.433386159516608638e-01
2.404382553811664280e+01,5.025886373908987537e+01,1.316147450541015473e+01,9.075471708141975569e-01,-2.244935653204598314e-01,-2.654108148169970760e-01,-9.000000069284199711e-01
2.226372264459703842e+01,2.659584359818598642e+01,5.670951276180858258e+01,4.492014069133190901e+00,-1.247598230470422953e+00,-7.418009977653672316e-02,8.999999715381660215e-01
7.682994098837514940e+00,1.063730706041927476e+02,-1.911409978687318301e+02,1.122132870415178729e+01,-9.304482249744894240e-02,2.000000018887756692e+00,-9.000000078461511954e-01
1.644286976558337443e+01,6.767127729241965994e+01,1.889238671611034306e+02,2.819216026377648276e+01,-3.063278276047469717e-01,8.669649499289524552e-01,8.999999936395434164e-01
2.844675539885730231e+01,6.005534511191537206e+01,-1.577919345969812071e+02,6.882617789702806022e+00,-1.527256069057379984e+00,-7.518918513630537537e-02,3.428414600228771314e-01
2.399716391421684136e+00,1.047767725848727451e+02,-7.784760096050730738e+01,1.965760912865122734e+01,1.045039974610238342e+00,2.000000013756956019e+00,-7.947490585537982932e-01
1.069871670910294981e+01,5.433701886063735387e+00,-1.492673606408379783e+01,1.589329677855657863e+01,-3.664611455390340833e-01,-2.605896687827194969e-01,9.000000030565211695e-01
1.428675951626254559e+01,1.051836931652059519e+02,-1.010529618101760860e+02,1.337000400166649072e+01,-1.030533034985040342e+00,-3.807301679439419745e-02,-1.566063957919602567e-01
1.043019595482956774e+01,3.256701300453046599e+01,-1.070222828529400942e+02,1.646580042543298106e+01,4.496244512332672194e-01,3.352320902658313395e-01,-8.999998296683832111e-01
1.902727335189181446e+01,1.532528347691383601e+02,-1.943089602022407121e+02,1.047863756414201220e+01,-1.349104385302428710e+00,1.016017294832811446e+00,-8.999999635091970873e-01
2.297576610974156353e+01,4.742452954978786295e+01,1.712816131879206409e+02,2.582616233276233686e+01,-1.372398883367200284e+00,9.848533968650140247e-02,8.999998785144542879e-01
2.076849050737852664e+01,1.189313907441126048e+02,1.182719555370442777e+01,1.500713470095397639e+01,-8.167798017263976362e-01,-1.015025018826798131e-01,7.446601851322228738e-01
8.584487762569050773e+00,1.778836797026138754e+02,-1.364471932156320975e+02,2.781628776283151439e+01,4.056615880188085832e-02,2.000000015585211344e+00,-8.999999878320188440e-01
2.541117953924200279e+01,4.426146532985615067e+01,1.455486025073085443e+02,1.655842969224920580e+00,1.854275750691591895e-02,-1.266743017161107987e-01,3.186320281935560161e-01
3.485994027634607306e+00,7.270254976126722113e+00,-2.177800605384763344e+01,1.058046193992092654e+01,1.519254813937516158e+00,-4.635549787580253017e-02,-8.723367666734164194e-01
2.803716469168271885e+00,9.993858728247313650e+01,-6.574399208139985262e+01,2.117215258991549121e+01,-1.180875963265101580e+00,1.999999964129577368e+00,-4.894945645408223522e-01
2.762919245310712313e+01,6.900995829954645444e+01,-1.754801822840676948e+02,7.501349235787433400e+00,4.978709941637542435e-01,-9.220102884145447986e-02,-5.192499236484741099e-01
2.260985866334713634e+01,4.919546546895794137e+01,-8.612701121366974633e+01,1.202197076992883495e+01,2.357519347436434209e-01,-1.021059179245464021e-01,-7.895925826966810890e-01
2.954138876432238092e+01,1.729821276170830799e+02,6.806191945106985486e+01,9.056934382735317257e+00,1.403137389877952668e+00,-7.636967928080559687e-02,-5.515740983875758729e-01
1.370201868944092993e+01,1.873692385184843374e+02,4.903487947677746206e+00,1.335019999414095437e+01,1.155137484323589980e+00,1.002303879278367615e+00,-7.074929639636221013e-02
